,pid,filename,poet,title,year,poem,poemlength,epoch_year,epoch_poet
1446,7895,"Dehmel, Richard Fedor Leopold_Geständnis_1891","Dehmel, Richard Fedor Leopold",Geständnis,1891,"Daß deiner ich so ganz vergessen in einem wilden Augenblick, in wüster Laune mich vermessen zu kannst du's verzeihn?Mein Sinn so trüb! die Nacht so dunkel! heiß schoß ins Auge mir das Blut! im Strome unten welch Gefunkel! ein weher Schrei, ein Sprung zur Flut! Kannst du's verzeihn?Kannst du dem Freunde mit mir daß Du noch mein, daß Ich noch Dein? Du Reinste, kannst du ohne Wanken dem Frevler noch dein Leben weihn? – Kannst Du verzeihn?!",96,Naturalismus,Jahrhundertwende
1315,45718,"Rilke, Rainer Maria_8._1900","Rilke, Rainer Maria",8.,1900,"Wenige ihr, der einstigen Kindheit Gespielen in den zerstreuten Gärten der Stadt: wie wir uns fanden und uns zögernd gefielen und, wie das Lamm mit dem redenden Blatt,sprachen als Schweigende. Wenn wir uns einmal freuten, keinem gehörte es. Wessen wars? Und wie zergings unter allen den gehenden Leuten und im Bangen des langen Jahrs.Wagen umrollten uns fremd, vorübergezogen, Häuser umstanden uns stark, aber unwahr, – und keines kannte uns je.Nichts. Nur die Bälle. Ihre herrlichen Bogen. Auch nicht die Kinder... Aber manchmal trat eines, ach ein vergehendes, unter den fallenden Ball.",111,Jahrhundertwende,Jahrhundertwende
1371,12043,"Falke, Gustav_Der Trauermantel_1884","Falke, Gustav",Der Trauermantel,1884,"Einsamer Mohn glühte am Grabenrand, Ein Falter zog um ihn zitternde Ringe. Ein Trauermantel. Sonnig lag das Land, Der einzige Schatten war die schwarze Schwinge Des dunklen Gauklers dort, der um die Glut Des roten Mohns, ein traumhaft Wesen, flog. Und mählich schien es mir, als ob das Blut Der Blume aus den Wangen wich; sie zog Erblassend, welkend, sich in sich zusammen, Doch immer noch um die erloschnen Flammen Zuckten die schwarzen Flügel, bis ein Wind, Der übern Weg lief, sie ins Feld entführte. War ich vom Licht, vom Flügelflimmern blind? War es ein Schlaf, ein Traum, der mich berührte, Erzeugt in jenem Purpurkelch, der jetzt Wie vorher flammte, sommerheißer Glut? Ein Nichts. Ein Spuk. Blendwerk. Und doch, zuletzt, Es blieb ein leises Frösteln mir im Blut, Und als ich abends mit den Freunden trank, Die heiterm Tag ein heitres Ende machten, Sprach ich von Herbst und Tod; sie aber lachten Und stießen fröhlich an. Ein Glas zersprang.",195,Naturalismus,Jahrhundertwende
1464,39974,"Ringelnatz, Joachim_Chemnitzer Bußtag 1928_1908","Ringelnatz, Joachim",Chemnitzer Bußtag 1928,1908,"Ich aber ging zum Tambour hin, Weil ich nicht gern im Trüben bin, Und weil im Tambour Lou verkehrt Und immer vieler Männer harrt. Und dennoch ist die Lou apart Und wird von mir verehrt.Die Lou hat hoch im Hinterbein Flecken, die biß ein junger Fratz von Kollegin ihr hinein, Aus Liebe nicht, aus Hunger.Wenn ich nicht mehr in Chemnitz bin, Geht ihr einmal zum Tambour hin Und schaut nach meiner Lou! Doch wer mir diese Lou verführt, Behandle sie, wie's ihr gebührt, Und zahle zehn Mark zu.",101,Jahrhundertwende,Jahrhundertwende
1981,68699,"George, Stefan_UNTITLED_1897","George, Stefan",UNTITLED,1897,Ich weiss du trittst zu mir ins haus  Wie jemand der an leid gewöhnt  Nicht froh ist wo zu spiel und schmaus  Die saite zwischen säulen dröhnt Hier schreitet man nicht laut nicht oft  Durchs fenster dringt der herbstgeruch  Hier wird ein trost dem der nicht hofft  Und bangem frager milder spruch Beim eintritt leis ein händedruck  Beim weiterzug vom stillen heim  Ein kuss — und ein bescheidner schmuck  Als gastgeschenk: ein zarter reim. ,111,Jahrhundertwende,Jahrhundertwende
1304,8002,"Dehmel, Richard Fedor Leopold_1._1891","Dehmel, Richard Fedor Leopold",1.,1891,"Damals, Seele, ja; ich war ein Kind – und das alte Forsthaus dumpf und eng. Und in hellen und in dunkeln Nächten, wenn ich so am Kammerfenster stand und die großen Eichen schwarz erschauern hörte, wurde mir das Dach noch dumpfer. Denn immer sah ich, drüben, drüben fern, wo aus der Waldnacht um die Felder die Eine hohe Kiefer in den Himmel horchte, immer ruhte dann da drüben durch die Wolken jener weitgewobne Schimmerkreis. Und in bleichen Nächten war er blaß und flehend wie ein Heiligenschein, aber in den grauen tröstlich blau und schirmend wie der Glanz von einem klaren Stahlschild oder mild und gelb wie Kronengold; und ich wollte König werden. Meine Mutter aber sagte mir's, dort lag Berlin ... Damals wußt'ich nicht, warum mir bangte, als sie mir die Stirne küßte. Dort lag die Lichtstadt und straalte ...Heute ist auch Nacht; der Mond will in mein Fenster, und ich sehe über tausend Dächer. Im schweren, weichen Schnee ruhn und horchen mit verhaltnem Atem die Schatten der Stadt. Bis in den blauen Silberschein der Ferne schwillt in langen Falten weiß und zart die sanfte Decke hin, wie über die Kissen eines Täuflings. Die aber, die darunter schlafen – und wachen? – – Schwarz und scharf stechen die Türme, Kirche neben Kirche, in den kühlen Himmel; stahlspitz flittert ein Glanz um die finsterhohe Kuppelkrone jenes Palastes, und über einem dicken Schlote stockt ein Schild von Qualm. Jetzt, unten an der Ecke drüben, wo eine Gaslaterne trübgelb mit dem Mondlicht kämpft, schimpft ein frierender Schutzmann ein betrunknes Straßenmädchen aus. Seele, ja: da liegt Berlin ...",305,Naturalismus,Jahrhundertwende
1980,8593,"Thoma, Ludwig_Die tapferen Hamburger Schutzleute und ihr glorreicher Sieg am 17. Januar 1906_1894","Thoma, Ludwig",Die tapferen Hamburger Schutzleute und ihr glorreicher Sieg am 17. Januar 1906,1894,"Ja, ihr tapfern Hanseaten, Ihr vollbrachtet Heldentaten, Und ihr wart so fürchterlich Als wie Anno siebenzich.Und ihr ließt die Fahne flattern, Schluget drauf, bis Wasserblattern Jeder hatte an der Hand, Die er um den Säbel wand.Alte Weiber, Kinder, Greise Stacht ihr auf Soldatenweise Und zwar meistenteils von hint', Wo sie stark verletzlich sind.Eure wackern Reiter fingen Krüppel, die nur mühsam gingen. Und der Pallasch saust herab, Daß es gleich ein Seufzen gab.Ja, in Hamburg ist's gewesen, Wo wir jetzt mit Ehrfurcht lesen, Daß mit aller Manneskraft Sich gezeigt die Schutzmannschaft.Keiner ist davongelaufen Vor den Weib- und Kinderhaufen, Jeder zeigt mit Stich und Hieb Seinen Staatserhaltungstrieb.Ohne Furcht und Allerbarmen Haben ihrer acht Schandarmen Eine alte Frau besiegt, Daß sie schwach am Boden liegt.Und ein Kind mit dreizehn Jahren Hat es alsobald erfahren, Daß der tapfre Hanseat Einen scharfen Säbel hat.Ihrer vier Schandarmen haben Einen kleinen Waisenknaben Treu gemeinsam so lädiert, Daß er nie mehr revoltiert.Höniger hieß ein Privater, Der auch als Familienvater Damals auf die Straße ging Und dabei fünf Hiebe fing.Reindel hieß ein Frauenswesen, Das man ohne Federlesen Durch den Hut und falschen Zopf Haute auf den Hinterkopf.Den Verleger Martoschecken Wollte einer niederstrecken, Doch er traf ihn diesmal nicht, Weil er hinters Gitter flücht'.Tischler Wittmann fand als Bayer Hierorts seine Leichenfeier, Denn ein Hieb, den man ihm gab, Rief ihn von der Erde ab.Als er sich am Boden wälzte, Kam ein Schutzmann noch und pelzte Mit den Stiefeln ihn und sprach: »Knödelbayer, gibst du nach?«Frauen wurden weggetragen, Finger wurden abgeschlagen, Kinder schrieen blutbespritzt, Ob ein Gott im Himmel sitzt.In der Berg- und Schmiedegassen War ein starkes Aderlassen, Und das stolze Heldenschwert Traf nur den, der sich nicht wehrt.Dieses sind die Heldentaten Von den tapfren Hanseaten, Die so kampfbegierig sind Gegen Greis und Weib und Kind.",337,Jahrhundertwende,Jahrhundertwende
1176,45480,"Rilke, Rainer Maria_1._1900","Rilke, Rainer Maria",1.,1900,"König, hörst du, wie mein Saitenspiel Fernen wirft, durch die wir uns bewegen: Sterne treiben uns verwirrt entgegen, und wir fallen endlich wie ein Regen, und es blüht, wo dieser Regen fiel.Mädchen blühen, die du noch erkannt, die jetzt Frauen sind und mich verführen; den Geruch der Jungfraun kannst du spüren, und die Knaben stehen, angespannt schlank und atmend, an verschwiegnen Türen.Daß mein Klang dir alles wiederbrächte. Aber trunken taumelt mein Getön: Deine Nächte, König, deine Nächte –, und wie waren, die dein Schaffen schwächte, o wie waren alle Leiber schön.Dein Erinnern glaub ich zu begleiten, weil ich ahne. Doch auf welchen Saiten greif ich dir ihr dunkles Lustgestöhn? –",133,Jahrhundertwende,Jahrhundertwende
1169,8023,"Dehmel, Richard Fedor Leopold_UNTITLED_1891","Dehmel, Richard Fedor Leopold",UNTITLED,1891,"Ich sterbe dürstend an der vollen Quelle; ich, heiß wie Glut, mir zittert Zahn an Zahn. Frostklappernd sitz'ich an der Feuerstelle, in meinem Vaterland ein fremder Mann. Nackt wie ein Wurm, geschmückt wie Tamerlan, lach ich in Thränen, hoffe voller Leid und schöpfe Trost aus meiner Traurigkeit, ein Mann voll Macht, ein Mann in Acht und Bann, und meine Not ist meine Seligkeit: ich, hoch geliebt, geflohn von Jedermann.Nichts ist mir sicher als das nie Gewisse und dunkel nur, was allen Andern klar, und fraglich Nichts als das für sie Gewisse, denn nur der Zufall meint es mit mir wahr. Gewinner stets, verspiel'ich immerdar; mein Frühgebet: Gott, mach den Abend gut! Im Liegen vor dem Fallen auf der Hut, bin reich ich, der ich nichts verlieren kann, und hoff' auf Erbschaft, ich, ein rechtlos Blut – ich, hoch geliebt, geflohn von Jedermann.Nichts macht mir Sorge als mein bös Begehren nach Glück und Gut, doch pfeif ich drauf zumeist. der Wahrste ist, wer mich mit Lügen speist. Mein Freund ist, wer mit klipp und klar beweist: ein grauer Kater ist ein bunter Pfau. Und wer mir schadet, lehrt mich: du, Dem trau! Wahrheit, Lug-Trug, mir Alles Eins fortan; begreif ich's nicht, behalt ich's nur genau! ich, hoch geliebt, geflohn von Jedermann.",263,Naturalismus,Jahrhundertwende
2732,73516,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Vier adlige Rosse Voran unserm Wagen. Wir wohnen im Schlosse In stolzem Behagen. Die Frühlichterwellen, Und nächtens der Blitz, Was All’ sie erhellen, Ist unser Besitz.Und irrst du verlassen, Verbannt durch die Lande, Mit dir durch die In Armuth und Schande. Es bluten die Hände, Die Füße sind wund. Vier trostlose Wände, Es kennt uns kein Hund.Steht silberbeschlagen Dein Sarg am Altare, Sie sollen mich tragen Zu dir auf die Bahre. Und fern auf der Heide, Und stirbst du in Not, Den Dolch aus der Scheide, Dir nach in den Tod!",109,Naturalismus,Naturalismus
2520,36561,"Holz, Arno_2._1896","Holz, Arno",2.,1896,"Ins Meer versank des Abends letzte Röthe, Du gabst mir scheidend das Geleit, Im nahen Wald blies eine Hirtenflöte Ein altes Lied aus alter Zeit.Nicht Küsse waren's, die wir heimlich tauschten, Es war die Zeit des Blätterfalls, Doch als am Kreuzweg die drei Linden rauschten, Fielst Du mir weinend um den Hals!Und Deiner Liebe langverhaltnes Leiden, Aus Deinem Herzen brach's hervor, Als ahntest Du's, dass Jedes von uns Beiden Im Andern auch sich selbst verlor!Und Worte sprachst Du, die ich nie vergessen, Doch ach, uns gönnte das Geschick Nur noch ein letztes Aneinanderpressen ... Es war ein dunkler Augenblick!Doch nicht entweihen will ich jene Stunde, Schweig still, o still, Erinnerung! Denn nie schliesst sich ein Herz um seine Wunde, Ein echtes Leid bleibt ewig jung.Noch immer, wenn des Abends letzte Röthe Ins Meer taucht, wird das Herz mir weit, Und mich umklingt wie eine Hirtenflöte Ein altes Lied aus alter Zeit.",181,Jahrhundertwende,Naturalismus
2864,23882,"Henckell, Karl_Müßiggang_1896","Henckell, Karl",Müßiggang,1896,"Heut ging ich müßig Den ganzen Tag, Nun bitter büß' ich Den Mißertrag. Umhergetrieben In Markt und Stadt, Und nichts geblieben, Was Tiefe hat.Ein flaches Tändeln Mit der und der, Ein schwaches Pendeln Die Kreuz und Quer. Bei Büchsenschießen Und Budenschrein Ein halb Verdrießen Und Nichtsgedeihn.Der Schwarm der Grillen Schwirrt stechend um, Mich einzuhüllen Mit Summ und Brumm: »Was gingst du müßig Den langen Tag?« Und bitter büß' ich Den Mißertrag.",85,Jahrhundertwende,Naturalismus
2930,28924,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,"Ja – meine Sonnenkälber Sind mit Öl begossen, Sind naß wie Badelaken Und erweichte Schrippen. Ich weiß mit diesen feuchten Märchenweltschleimtieren Nichts anzufangen – nichts. Solche alten Späße Sind doch eigentlich abscheulich.",36,Naturalismus,Naturalismus
2340,19836,"Müller-Jahnke, Clara_Sommernachtszauber_1882","Müller-Jahnke, Clara",Sommernachtszauber,1882,"Einsam in der Julinacht bin ich träumend heimgegangen; schmeichelnd hielt Resedenduft meine Sinne süß umfangen. Durch die Lindenzweige ging flüsternd ein geheimes Sehnen, von den Blüten fiel der Tau leis und lind wie Liebestränen.Einsam durch die Julinacht irrten Mandolinenklänge, ach, als ob aus Fernen weit deine Stimme zu mir dränge, deine Stimme, die mir einst weich in wogenden Akkorden wie Musik ertönt – und jetzt klanglos, unstet, fremd geworden . . .Fern aus Süd ein Windhauch kam; heimlich durch das Lindendunkel blitzte, deinen Augen gleich, träumerisches Lichtgefunkel. Leuchtend fiel ein Stern herab – ach, wo mocht' sein Strahl sich senken?! Einsam in der Julinacht, weinend mußt ich dein gedenken. –",129,Naturalismus,Naturalismus
2785,24046,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"Ich bin ein Bürgersöhnchen, gespickt Mit alten lateinischen Brocken, Ich ward auf die hohe Schule geschickt, Noch hinter den Ohren nicht trocken. Ich griff aus Verzweiflung zur Philologie, Und nie Philologe auf Erden.Ich bin ein Bürgersöhnchen und tät Meinem Papa gern den Gefallen, Doch er machte mich so, und da bin ich Poet Und muß meine Reime euch lallen. Meine Lieder sind Amseln im Baume der Zeit, Sie merken das Schwanken der Krone, Es ist eine morsche Herrlichkeit, Denn die Lüge sitzt auf dem Throne.Ich bin ein Bürgersöhnchen und muß Mich in mein Schicksal ergeben, An »Bildung« leiden wir Überfluß, Das ist unser »klassisches« Leben. Wär' ich kein Bürgersöhnchen und macht' Ich die Lieder am Setzerkasten, Die ganze verfaulte Gesellschaft kracht' Ich zugrund mit Fahnen und Masten.",150,Jahrhundertwende,Naturalismus
2230,73570,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Wie klar erschienst du heute mir im Traum, Wir saßen in der Kneipe fest und tranken, Bis wir gerührt uns in die Arme sanken, Auf unsern Lippen lag der erste Flaum.Dein falber Wallach schleifte Zeug und Zaum, Und biß und schlug und warf den Hals, den schlanken. Im Sattel, sah ich dich, erschossen, schwanken, Und hinstürzen am wilden Apfelbaum.Die Watten stinken wie das Leichenfeld, Wo viel Erschlagne faulen nach der Schlacht, Tagüber sonnbeschienen ohne Zelt.Wie klar erschienst du heute mir im Traum, Wir saßen in der Kneipe fest und tranken, Bis wir gerührt uns in die Arme sanken, Auf unsern Lippen lag der erste Flaum.",121,Naturalismus,Naturalismus
2415,24242,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,Leben will dich überlisten. Sollst mit edlern Listen lohnen. Deine Adler lasse nisten Lachend in des Lebens Kronen!,21,Jahrhundertwende,Naturalismus
2934,46648,"Löns, Hermann_Poeta laureatus_1890","Löns, Hermann",Poeta laureatus,1890,"Zeitalter gas, wo Lorbeer Den Dichter hat gekrönt, Den Prediger der Wahrheit, Der heute wird verhöhnt, Wer jetzt die Wahrheit singet, Den steiniget man tot, Sie bieten Gold dem armen Volke, Man weigert ihnen Dach und Brot.Wer schmeicheln nicht und kriechen Und sich verleugnen kann, Den morden die Federhelden, Den liest kein Biedermann, Nur himmelblaue Liedlein Und Sittsamsimpelei Ist Geistesbrot dem Volk der Denker, Doch nicht der Wahrheit Hungerschrei.Ich ruf euch alle zusammen, Ihr Sänger unsrer Zeit, Zum Kampfe für der Wahrheit Beschmutzte Heiligkeit, Mit wilden Liedern rüttelt Das taube Deutschland wach, Und handelt wie ein strenger Vater, Dem schlechten Kind frommt jeder Schlag!Singt ewig nicht von Liebe, Stimmt an das Lied vom Haß, Fort Wein und Lust – besinget Des Schweißes heilig Naß, Legt bloß am deutschen Stamme Was wurmfaul ist und krank, Wenn man euch heut auch schmäht und lästert, Schon morgen blüht euch heißer Dank.Reißt der Gesellschaftslüge Die Maske vom Gesicht, Und spritzt auch Blut und Eiter, Furcht kennt der Dichter nicht, Und weigert sich der Kranke, Zu nehmen die Arznei, Mitleidig darf der Arzt nicht sein Und achten nicht auf jeden Schrei.Drückt selber euch die Kränze Von Lorbeer auf das Haupt Und schmettert den zu Boden, Der euch die Krone raubt, Die Leier in der Linken Und rechts das scharfe Schwert, Gewaffnet und zum Kampf gerüstet, So seid ihr erst der Neuzeit wert.Werft ab den grauen Mantel Der stillen Bescheidenheit, Lautklirrend muß erschallen Das Lied im heißen Streit – Sonst bleibt es bei den Spenden, Die man euch früher gab: Nur Hohn und Spott im Dichterleben, Ein Kranz aufs frühe Dichtergrab!",304,Naturalismus,Naturalismus
2032,36724,"Holz, Arno_Zum Dessert_1896","Holz, Arno",Zum Dessert,1896,"Nicht jeder, der hinkt, Hat heut eine Chaise; Nicht alles, was stinkt, Ist Limburger Käse.",21,Jahrhundertwende,Naturalismus
2500,73553,"Liliencron, Detlev von_UNTITLED_1883","Liliencron, Detlev von",UNTITLED,1883,"Es treibt vorüber mir im Meer der Stadt  Bald Der, bald Jener, Einer nach dem Andern. Ein Blick ins Auge, und vorüber schon.Es schwimmt ein Leichenzug im Meer der Stadt, Querweg die Menschen, Einer nach dem Andern. Ein Blick auf meinen Sarg, vorüber schon.Es schwimmt ein Leichenzug im Meer der Stadt, Querweg die Menschen, Einer nach dem Andern. Ein Blick auf meinen Sarg, vorüber schon.",84,Naturalismus,Naturalismus
2572,36581,"Holz, Arno_22._1896","Holz, Arno",22.,1896,"Nun stimmt sie wieder mir den Psalter Die liedervolle Maienzeit Und gaukelnd schwebt um mich der Falter, Das Sinnbild der Unsterblichkeit.Drum lebt mir wohl, ihr Pergamente Der winterlichen Hirntortur, Mich lockt ins Reich der Elemente Die neuerstandne Lenznatur.Umspielt von silberbleichem Lichte, Ein Grabfeld nach verlorner Schlacht, Ein Todtentanz ist die Geschichte, Ein Todtentanz um Mitternacht.Es bleibt der Ruhm, wie er auch glänze, Ein Blendwerk nur, ein eitler Schein; Mehr gilt als tausend welke Kränze Mir dieses Lebens goldnes Sein!",90,Jahrhundertwende,Naturalismus
2508,28903,"Scheerbart, Paul_UNTITLED_1889","Scheerbart, Paul",UNTITLED,1889,"Der König saß auf seinem Thron Und sagte: »Lieber guter Sohn, Hast du das Gift genossen? Genieß es schleunigst unverdrossen!«",26,Naturalismus,Naturalismus
2952,23861,"Henckell, Karl_Promenade_1896","Henckell, Karl",Promenade,1896,"In dieses grünen Parks Revieren Fließt milder Hauch von Baum zu Baum, Die jungen Mädchen gehn spazieren, Das Leben ist ein Liebestraum. An Tante Marlitt just ergötzt sich Die breite Bonne neben mir, Ein Greis in braunem Schurzfell setzt sich:Mit sorgenhaft vergrilltem Blicke Spazierstockt ein Rentier daher: »Auf nichts Verlaß! Die Welt voll Tücke! Die Kurse sinken immer mehr.« Ein Dutzend Kinder schlingt den Reigen, Der Springbrunn silberne Funken speit, Die Strahlen sprudeln, springen, steigen – O wunderschöne Jugendzeit.Am Brückenpfeiler dort zerschellen Die Fluten, gurgelnd rauscht es hohl, Ein Weib starrt trostlos in die Wellen Und seufzt: »Wie wär' mir drunten wohl!« Sie flieht den Strom mit leisem Stöhnen, Frech gafft ein Geck ihr ins Gesicht, Die Eisenhämmer drüben dröhnen, Der Qualm verschlingt das Sonnenlicht.",151,Jahrhundertwende,Naturalismus
2444,18361,"Wille, Bruno_UNTITLED_1894","Wille, Bruno",UNTITLED,1894,"Die Winterwolken tropften, Auf Gräbern lag der Schnee. Zween heiße Herzen klopften, Ihr Scheiden tat so weh.»Und wirst du mir genommen, Du bittersüßer Knabe, Einst sollst du wiederkommen, Daß ich dich ewig habe.«Der Knabe hub die Augen, Vielherbe zuckt sein Mund: »Du hoffest noch, wir taugen Zu einem Erdenbund?Mag sein, es wird gefreiet, Herzallerliebste mein, Wenn's weiße Lilien schneiet, Und regnet Hochzeitswein.«Er schied. Und nur im Traume Kam Trost für ihre Pein: Sie sah beim Gräberbaume Wein regnen, Lilien schnein.Und wie sie dann erwachte, So war es lauter Nichts. Da weinte sie und lachte Ob ihres Wahngesichts:»Laßt mich zum Gräbergarten, Zum kühlen Erdverließ, Das Wunder zu erwarten, So doch mein Schatz verhieß.Sprach er denn nicht: gefreiet Wird, Allerliebste mein, Wenn's weiße Lilien schneiet, Und regnet Hochzeitswein?Ein Dach soll mich bedecken, Wenn endlich Lilien schnein, Ein Hügel mich verstecken, Wenn's regnet Hochzeitswein.«Bald raunten dumpfe Glocken: »Willkommen unterm Dach, Tu Myrten um die Locken Und ruh im Brautgemach!«Nach Jahren kommt gegangen Der Knabe durch das Gras, Erblichen seine Wangen, Die Augen kummernaß.Da hat sein Fuß geholpert, Und übers Totenhaus Ist er dahingestolpert, Der Odem ging ihm aus.Nun horch, es lacht im Grabe: »Erfüllt soll also sein, Dein Spruch, getreuer Knabe: Wein regnet, Lilien schnein!Der Schnee sind deine Wangen, Dein Augentau ist Wein. Nun halten sich umfangen Auf ewig Mein und Dein.«",288,Jahrhundertwende,Naturalismus
2982,14490,"Lachmann, Hedwig_UNTITLED_1891","Lachmann, Hedwig",UNTITLED,1891,"Von dem Glanz, der auf dem Morgen lag, Ging mein Herz in freudigerem Schlag.Von der Wolke, die am Mittag kam, Ward er überschattet wie mit Gram.Von dem Licht, das aus dem Abend quoll, Ward er bis zu Tränen schwermutsvoll.Von dem Schimmer, der die Nacht umwand, Ward er still und selig bis zum Rand.",62,Naturalismus,Naturalismus
2889,19937,"Müller-Jahnke, Clara_5._1882","Müller-Jahnke, Clara",5.,1882,"Wir gingen schweigend Hand in Hand über das reife Ackerland, über die glühe Haide, – im fernen Westen starb das Licht: wir grauten uns im Dunkel nicht, wirUnd rot erglomm der junge Tag, und laut erscholl der Lerchenschlag, – wir und wußten: hinter den Bergen lag ein Märchenreich, ein Sonnentag, der ewig bliebe.",63,Naturalismus,Naturalismus
2309,19989,"Müller-Jahnke, Clara_Rangierertod_1882","Müller-Jahnke, Clara",Rangierertod,1882,"Der Goldstrom fließt in Wogen. Durch seine flimmernde Fläche ist eine blutige Spur gezogen.Tiefschwarz die Nacht. Ein Pfeifen schrillt. Glühwürmchen hüpfen auf dunkler Bahn. Aus gähnendem Düster taucht und schwillt es empor wie ein formloses Götzenbild – und es faucht und zischt und es braust heran, die Luft erschüttert ein Beben . . . und horch: auch von drüben Gestöhn und Geschnauf, ein höllisches Auge funkelt auf. Nur ein Ruck – und die Räder zerschmettern dich – unseliger Mann, nun wahre dich! Duck dich und lauf – lauf zu: es gilt das Leben!Tiefschwarz die Nacht. Und ein Angstschrei gellt und hallt in die düstersten Ecken. Der Schein der Blendlaterne fällt auf das grausige Bild der Schrecken und spiegelt sich rot in dem rinnenden Blut, in des brechenden Auges Fieberglut.Und die andern alle, sie sind's sie haben sich stumm in die Nacht gewandt, nur einer, ein junger, blondbärtiger Fant starrt flackernden Blicks in das flackernde Licht und seine zuckende Lippe spricht: »Der Fünfte, der Fünfte in diesem Mond!«Die Zähne gepreßt und die Faust geballt! Ein neues Pfeifen die Nacht durchhallt –Und keine Ehre und kein Gewinnst, keine Stunde Ruhe im Todesdienst, kein freundliches Licht, das die Nacht erhellt, keine rettende Hand – das kostet Geld! –– Und der Goldstrom geht in Wogen. Durch seine flimmernde Fläche ist eine blutige Spur gezogen.",255,Naturalismus,Naturalismus
2966,24208,"Henckell, Karl_UNTITLED_1896","Henckell, Karl",UNTITLED,1896,"An den größten Idealen Baumeln lustige kleine Schellen, Mit dem Ernst des Lebens prahlen Meist die seichtesten Gesellen.",20,Jahrhundertwende,Naturalismus
2324,36726,"Holz, Arno_Kater_1896","Holz, Arno",Kater,1896,"Hinterm Ofen hängt verstummt Meine sogenannte Leier, Und mein armer Schädel brummt Wie nach einer Kirchweihfeier; Wie nach einer Kirchweihfeier Mir mein armer Schädel brummt Und auf ewig scheint verstummt Meine sogenannte Leier!",36,Jahrhundertwende,Naturalismus
2441,12504,"Wedekind, Frank_Morgenstimmung_1891","Wedekind, Frank",Morgenstimmung,1891,"Leise schleich ich wie auf Eiern Mich aus Liebchens Paradies, Wo ich hinter dichten Schleiern Meine besten Kräfte ließ.Traurig spiegelt sich der bleiche Mond in meinem alten Frack; Ach die Wirkung bleibt die gleiche, Wie das Kind auch heißen mag.Wilhelmine, Karoline, 's ist gesprungen wie gehupft, Nur daß hier die Unschuldsmiene, Dort dich die Routine rupft.",64,Naturalismus,Naturalismus
2267,36638,"Holz, Arno_Schon gut!_1896","Holz, Arno",Schon gut!,1896,"Schon gut! Du weisst schon, wie ich's meine. Lügen haben kurze Beine. Wahrheiten aber – Mensch sei helle! – Beträchtlich breite Hinterkastelle.",29,Jahrhundertwende,Naturalismus
2175,46833,"Löns, Hermann_Winter_1890","Löns, Hermann",Winter,1890,"Über die Heide geht mein Gedenken Annemariee, nach dir, nach dir allein, Über die Heide möchte ich wandern, Annemariee, bei dir zu sein.Über die Heide flogen die Schwalben, Annemariee, sie grüßten dich von mir, Über die Heide riefen die Raben, Annemariee, Antwort von dir.Über die Heide pfeifen die Winde, Annemariee, und alles ist voll Schnee, Über die Heide ging einst mein Lieben, Annemariee, ade, ade.",82,Naturalismus,Naturalismus
